300,0,0
,,
301,0,0
,,
302,0,0
,,
303,0,0
,,
304,0,0
,,
305,0,0
,,
306,0,0
,,
307,0,0
,,
308,0,0
,,
309,0,0
,,
310,0,0
,,
311,0,0
,,
312,0,0
,,
313,0,0
,,
314,0,0
,,
315,0,0
,,
316,0,0
,,
317,0,0
,,
318,0,0
,,
319,0,0
,,
320,0,0
,,
321,0,0
,,
322,0,0
,,
323,0,0
,,
324,0,0
,,
325,0,0
,,
326,0,0
,,
327,0,0
,,
328,0,0
,,
329,0,0
,,
330,0,0
,,
331,0,0
,,
332,0,0
,,
333,0,0
,,
334,0,0
,,
335,0,0
,,
336,0,0
,,
337,0,0
,,
338,0,0
,,
339,0,0
,,
340,0,0
,,
341,0,0
,,
342,0,0
,,
343,0,0
,,
344,0,0
,,
345,0,0
,,
346,0,0
,,
347,0,0
,,
348,0,0
,,
349,0,0
,,
350,0,0
,,
351,0,0
,,
352,0,0
,,
353,0,0
,,
354,0,0
,,
355,0,0
,,
356,0,0
,,
357,0,0
,,
358,0,0
,,
359,0,0
,,
360,0,0
,,
361,0,0
,,
362,0,0
,,
363,0,0
,,
364,0,0
,,
365,0,0
,,
366,0,0
,,
367,0,0
,,
368,0,0
,,
369,0,0
,,
370,0,0
,,
371,0,0
,,
372,0,0
,,
373,0,0
,,
374,0,0
,,
375,0,0
,,
376,0,0
,,
377,0,0
,,
378,0,0
,,
379,0,0
,,
380,0,0
,,
381,0,0
,,
382,0,0
,,
383,0,0
,,
384,0,0
,,
385,0,0
,,
386,0,0
,,
387,0,0
,,
388,0,0
,,
389,0,0
,,
390,0,0
,,
391,0,0
,,
392,0,0
,,
393,0,0
,,
394,0,0
,,
395,0,0
,,
396,0,0
,,
397,0,0
,,
398,0,0
,,
399,0,0
,,
400,0.19373274,0
,,
401,0.202900679,0
,,
402,0.194525503,0
,,
403,0.192789544,0
,,
404,0.223678975,0
,,
405,0.212012503,0
,,
406,0.249250005,0
,,
407,0.21039116,0
,,
408,0.196643175,0
,,
409,0.243129632,0
,,
410,0.240668452,0
,,
411,0.296409832,0
,,
412,0.244589113,0
,,
413,0.266541544,0
,,
414,0.268153677,0
,,
415,0.308691002,0
,,
416,0.310246679,0
,,
417,0.311879108,0
,,
418,0.331135157,0
,,
419,0.353239556,0
,,
420,0.367383411,0
,,
421,0.370102648,0
,,
422,0.399830225,0
,,
423,0.435276335,0
,,
424,0.452383328,0
,,
425,0.505490751,0
,,
426,0.49524982,0
,,
427,0.530797073,0
,,
428,0.570313938,0
,,
429,0.57694258,0
,,
430,0.578068275,0
,,
431,0.602542776,0
,,
432,0.600089612,0
,,
433,0.734690411,0
,,
434,0.787289054,0
,,
435,0.782365499,0
,,
436,0.87738462,0
,,
437,0.868845195,0
,,
438,0.949961121,0
,,
439,0.965214127,0
,,
440,1.04454122,0
,,
441,1.079946396,0
,,
442,1.180904926,0
,,
443,1.215060239,0
,,
444,1.293037009,0
,,
445,1.358159358,0
,,
446,1.487117863,0
,,
447,1.503498782,0
,,
448,1.625257951,0
,,
449,1.7467096,0
,,
450,1.827739223,0
,,
451,1.863770013,0
,,
452,2.069565947,0
,,
453,2.176152273,0
,,
454,2.425672957,0
,,
455,2.522155312,0
,,
456,2.60691508,0
,,
457,2.74317031,0
,,
458,2.912290738,0
,,
459,3.067469595,0
,,
460,3.249487766,0
,,
461,3.409455946,0
,,
462,3.573207146,0
,,
463,3.74072431,0
,,
464,4.129664111,0
,,
465,4.323519143,0
,,
466,4.677558966,0
,,
467,4.881993832,0
,,
468,5.06283514,0
,,
469,5.432387391,0
,,
