300.00	7.8960499649838E-7
301.00	3.6361498700899E-7
302.00	9.9999999392253E-9
303.00	4.8104101324498E-7
304.00	3.7601398616971E-7
305.00	1.3780800145469E-6
306.00	1.0196299626841E-6
307.00	5.5856901326479E-8
308.00	9.0497201199469E-7
309.00	7.8918603207967E-8
310.00	5.215539999881E-7
311.00	8.9171697936763E-7
312.00	2.9050198691039E-7
313.00	2.2176600111834E-7
314.00	2.5583901219761E-7
315.00	7.4052297804883E-7
316.00	1.1572000175875E-6
317.00	9.6100598057092E-7
318.00	4.7715002438053E-7
319.00	8.5424699136638E-7
320.00	1.2633799428841E-7
321.00	9.9999999392253E-9
322.00	4.9393202061765E-7
323.00	1.0001799637394E-6
324.00	6.22422021479E-7
325.00	8.194110137083E-7
326.00	7.0234301574601E-7
327.00	2.0423199487141E-7
328.00	6.0638399190793E-7
329.00	5.5844702728791E-7
330.00	1.1049699821797E-7
331.00	5.3126302645978E-7
332.00	7.8514699453081E-7
333.00	7.7856299185441E-7
334.00	1.1384499885025E-6
335.00	5.9325202528271E-7
336.00	7.872880019022E-7
337.00	2.7437400262897E-7
338.00	7.2245200044563E-7
339.00	5.0606297463673E-7
340.00	1.0939099865936E-6
341.00	6.0567100490516E-7
342.00	5.0464899459257E-7
343.00	5.7696701105669E-7
344.00	2.5222200861208E-7
345.00	7.9305999634016E-7
346.00	1.0219899877484E-6
347.00	6.9640799438275E-7
348.00	9.9999999392253E-9
349.00	6.7290699234945E-7
350.00	1.0070699545395E-6
351.00	5.2855102694593E-7
352.00	2.9670499657186E-7
353.00	4.6021401090002E-7
354.00	4.3094098600704E-7
355.00	8.8535102804599E-7
356.00	1.0789899533847E-6
357.00	9.3353702368404E-7
358.00	1.1949199461014E-6
359.00	1.1890499536094E-6
360.00	1.3221499557403E-6
361.00	1.2234600035299E-6
362.00	1.2356199476926E-6
363.00	9.7088195616379E-7
364.00	6.8366102823347E-7
365.00	9.5331898819495E-7
366.00	8.3311397247599E-7
367.00	5.3434098390426E-7
368.00	8.8968397449207E-7
369.00	7.9411199749302E-7
370.00	4.840039764531E-7
371.00	3.32555003979E-7
372.00	4.9956497605308E-7
373.00	8.791699883659E-7
374.00	8.6772001850477E-7
375.00	1.524449999124E-6
376.00	2.1543100956478E-6
377.00	2.1447399376484E-6
378.00	2.1991500034346E-6
379.00	1.9102099031443E-6
380.00	1.6609600379525E-6
381.00	1.4889100157234E-6
382.00	1.666669959377E-6
383.00	1.7165799590657E-6
384.00	2.3131699435908E-6
385.00	3.0506000712194E-6
386.00	3.0744599825994E-6
387.00	1.9707899809873E-6
388.00	1.0854299716812E-6
389.00	8.6144797251109E-7
390.00	4.4342098703964E-7
391.00	5.1309797299837E-7
392.00	5.5769601203792E-7
393.00	5.132400247021E-7
394.00	6.1030999631839E-7
395.00	6.5389997416787E-7
396.00	7.310350156331E-7
397.00	5.6747899179754E-7
398.00	3.1397098609887E-7
399.00	6.3887500800774E-7
400.00	6.2383298882196E-7
401.00	6.6288697553318E-7
402.00	7.260200050041E-7
403.00	8.1618401281958E-7
404.00	6.3376302250617E-7
405.00	5.5303797807937E-7
406.00	5.3586302328767E-7
407.00	5.4185102271731E-7
408.00	4.7411398895747E-7
409.00	4.6852500190653E-7
410.00	4.3421698592283E-7
411.00	3.1981198844733E-7
412.00	5.0596202072484E-7
413.00	6.0479902685984E-7
414.00	6.3931901195247E-7
415.00	6.3878400169415E-7
416.00	5.0279300012335E-7
417.00	7.4671999072962E-7
418.00	5.3307797998059E-7
419.00	4.8105198402482E-7
420.00	3.480789985133E-7
421.00	5.3359798357633E-7
422.00	4.8611900638207E-7
423.00	5.7070701586781E-7
424.00	5.020839921599E-7
425.00	4.0289899061463E-7
426.00	4.8744300329417E-7
427.00	4.9085099362856E-7
428.00	4.6215899374147E-7
429.00	5.6786802815623E-7
430.00	4.7584501317033E-7
431.00	5.177179787097E-7
432.00	4.1966001163019E-7
433.00	5.0496197445682E-7
434.00	4.3774099367511E-7
435.00	5.7341998171978E-7
436.00	4.0842400039764E-7
437.00	6.2600099681731E-7
438.00	1.4050100389795E-6
439.00	1.7870299870992E-6
440.00	1.4211999541658E-6
441.00	6.4824297396626E-7
442.00	5.5111502206273E-7
443.00	3.8574199834329E-7
444.00	4.7124899538176E-7
445.00	5.5749899274815E-7
446.00	5.7979798384622E-7
447.00	4.1131599459732E-7
448.00	2.8706500643239E-7
449.00	5.6966297279359E-7
450.00	6.5647299152261E-7
451.00	9.1681897629314E-7
452.00	1.1782700539698E-6
453.00	8.0331000162914E-7
454.00	4.6551900823033E-7
455.00	5.1570697223724E-7
456.00	3.6315199736237E-7
457.00	5.5918201269378E-7
458.00	3.8895001353012E-7
459.00	4.8547798314758E-7
460.00	6.0022398429282E-7
461.00	4.9635400500847E-7
462.00	6.8375800310605E-7
463.00	1.3704600405617E-6
464.00	3.041609943466E-6
465.00	2.0249899534974E-6
466.00	6.5959602579824E-7
467.00	4.110700047022E-7
468.00	3.5587999036579E-7
469.00	4.3152499529242E-7
470.00	4.4828598788627E-7
471.00	3.83188989872E-7
472.00	5.0682700702964E-7
473.00	6.6248099983568E-7
474.00	2.6464699658391E-6
475.00	2.1189000563027E-6
476.00	5.2413702178455E-7
477.00	3.7710000810875E-7
478.00	4.1110499182651E-7
479.00	4.2038300307468E-7
480.00	3.7993601154085E-7
481.00	3.5218400284975E-7
482.00	4.3022998852393E-7
483.00	3.0822300800537E-7
484.00	3.9019599284984E-7
485.00	3.2430699548058E-7
486.00	4.1251701077272E-7
487.00	2.8533199269987E-7
488.00	3.8208000319173E-7
489.00	4.1286699570264E-7
490.00	3.4180200714218E-7
491.00	3.7628498716913E-7
492.00	3.4513101354605E-7
493.00	3.7478901049326E-7
494.00	3.4942499382851E-7
495.00	3.6505198863779E-7
496.00	3.3087098927354E-7
497.00	4.3039000274803E-7
498.00	3.9471800050705E-7
499.00	3.2670200766916E-7
500.00	4.4163599000058E-7
501.00	4.5595899678119E-7
502.00	4.3186500420234E-7
503.00	4.0391398670181E-7
504.00	4.2756698803714E-7
505.00	3.9332800838565E-7
506.00	3.4188599329354E-7
507.00	3.4768299883581E-7
508.00	3.6357099020279E-7
509.00	3.3204298688361E-7
510.00	4.0786301269691E-7
511.00	4.0457101135871E-7
512.00	5.067849997431E-7
513.00	4.0166600001612E-7
514.00	4.0115199340107E-7
515.00	4.208270070194E-7
516.00	3.906569929768E-7
517.00	3.4153299566242E-7
518.00	3.4036199281218E-7
519.00	3.2716499731578E-7
520.00	4.2194199068035E-7
521.00	4.2903300823127E-7
522.00	3.8097499555079E-7
523.00	3.6209300446899E-7
524.00	4.1317301224808E-7
525.00	3.0421000474234E-7
526.00	3.4172398954979E-7
527.00	4.1883100720952E-7
528.00	4.4007799715473E-7
529.00	3.2985499842653E-7
530.00	3.7967799926264E-7
531.00	3.6691400850941E-7
532.00	3.3397898846488E-7
533.00	3.3726101378306E-7
534.00	3.8508900956913E-7
535.00	3.1488900731347E-7
536.00	3.8906401300665E-7
537.00	4.1333498757012E-7
538.00	4.6977601186882E-7
539.00	4.7096699518079E-7
540.00	3.9571901311319E-7
541.00	3.526130001319E-7
542.00	3.6610299503081E-7
543.00	3.656340084035E-7
544.00	4.2671700839492E-7
545.00	3.8489400822073E-7
546.00	3.7208099001873E-7
547.00	4.0185000216297E-7
548.00	4.0194299799623E-7
549.00	4.7949799864E-7
550.00	3.6993699836785E-7
551.00	3.2854501341717E-7
552.00	3.7663900798179E-7
553.00	4.0813799273565E-7
554.00	4.2552400714158E-7
555.00	5.5482001926066E-7
556.00	3.2240700420516E-7
557.00	3.8506701116603E-7
558.00	3.5825200939144E-7
559.00	5.2891601853844E-7
560.00	4.2553901380415E-7
561.00	4.6815100063213E-7
562.00	5.5336602144962E-7
563.00	4.2570300706757E-7
564.00	4.6722598767701E-7
565.00	5.6139401749533E-7
566.00	5.7965098676505E-7
567.00	5.0670598739089E-7
568.00	5.495199957295E-7
569.00	6.4165999447141E-7
570.00	6.6441998569644E-7
571.00	5.921260139985E-7
572.00	6.2240297893368E-7
573.00	7.1890599429025E-7
574.00	5.2108902082182E-7
575.00	2.225650064247E-7
576.00	2.8567498588927E-7
577.00	2.696550041037E-7
578.00	2.4290199007737E-7
579.00	2.6655598617253E-7
580.00	3.5445501112008E-7
581.00	3.0708301324012E-7
582.00	1.4832599504189E-7
583.00	2.2477300376522E-7
584.00	3.6696900451716E-7
585.00	2.9356399977587E-7
586.00	3.2114400028149E-7
587.00	1.0342900225169E-7
588.00	2.2983799397025E-7
589.00	3.0143399953886E-7
590.00	3.3777899943743E-7
591.00	1.4088300304138E-7
592.00	3.0744300261176E-7
593.00	2.1935800020856E-7
594.00	9.1873403107456E-8
595.00	2.6423998633618E-7
596.00	2.895529860325E-7
597.00	7.2605899958944E-8
598.00	2.0540200296182E-7
599.00	9.8706898654655E-8
600.00	2.4587299662926E-7
601.00	2.410569948097E-7
602.00	5.4076998878827E-8
603.00	2.7132298896504E-7
604.00	2.4320499392161E-7
605.00	2.3497000256611E-7
606.00	2.5748099119483E-7
607.00	2.3255999792582E-7
608.00	2.6788001150635E-7
609.00	2.4689200017747E-7
610.00	2.1122899340753E-7
611.00	2.3076100319486E-7
612.00	2.425790057714E-7
613.00	2.4825899913594E-7
614.00	2.5949299242711E-7
615.00	2.2330000604143E-7
616.00	2.3117900127545E-7
617.00	2.7646399303194E-7
618.00	3.6848700801784E-7
619.00	2.2846900549212E-7
620.00	2.3987200847841E-7
621.00	2.6120599727619E-7
622.00	2.4100398832161E-7
623.00	2.2337700045227E-7
624.00	2.7107100208923E-7
625.00	2.1959000662264E-7
626.00	2.0621500596008E-7
627.00	2.3917201019685E-7
628.00	2.8684800668088E-7
629.00	2.7104201194561E-7
630.00	2.10246994925E-7
631.00	2.2590299408876E-7
632.00	2.3900901169327E-7
633.00	2.1479000622548E-7
634.00	2.5250798785237E-7
635.00	2.8548799946293E-7
636.00	2.3954299877005E-7
637.00	2.3322499487222E-7
638.00	2.1536999383898E-7
639.00	1.85182997825E-7
640.00	3.0402600259549E-7
641.00	2.840500030743E-7
642.00	2.782610124541E-7
643.00	2.6449998813405E-7
644.00	2.2614999295456E-7
645.00	2.3074800026279E-7
646.00	1.1156399892798E-7
647.00	2.2177700031989E-7
648.00	2.2903900287474E-7
649.00	2.1378500036917E-7
650.00	2.7374699129723E-7
651.00	2.6570000954962E-7
652.00	2.4321900582436E-7
653.00	2.0509899911758E-7
654.00	2.4446399038425E-7
655.00	3.1935999800226E-7
656.00	4.5113199576008E-7
657.00	6.1189598454803E-7
658.00	1.3307200106283E-6
659.00	3.2781199479359E-6
660.00	8.9828599811881E-6
661.00	2.9095499485265E-5
662.00	0.0001083910028683
663.00	0.00046654298785143
664.00	0.0024720800574869
665.00	0.017434200271964
666.00	0.14491499960423
667.00	0.62973099946976
668.00	0.95318502187729
669.00	0.95049899816513
670.00	0.96504002809525
671.00	0.97751802206039
672.00	0.97849500179291
673.00	0.97756999731064
674.00	0.98191201686859
675.00	0.98791098594666
676.00	0.99191701412201
677.00	0.98811799287796
678.00	0.97960597276688
679.00	0.96801602840424
680.00	0.96464502811432
681.00	0.9690979719162
682.00	0.97813898324966
683.00	0.98742401599884
684.00	0.99244302511215
685.00	0.98951202630997
686.00	0.98094397783279
687.00	0.97492700815201
688.00	0.97363698482513
689.00	0.9726340174675
690.00	0.97753697633743
691.00	0.98140901327133
692.00	0.98716998100281
693.00	0.9901909828186
694.00	0.99007201194763
695.00	0.98485797643661
696.00	0.98560798168182
697.00	0.9825279712677
698.00	0.98761397600174
699.00	0.98837202787399
700.00	0.9896439909935
701.00	0.98755598068237
702.00	0.98179799318314
703.00	0.97461801767349
704.00	0.97151201963425
705.00	0.9760730266571
706.00	0.98464602231979
707.00	0.98991501331329
708.00	0.99049597978592
709.00	0.98086500167847
710.00	0.9734680056572
711.00	0.97224998474121
712.00	0.97321099042892
713.00	0.98173397779465
714.00	0.98602002859116
715.00	0.98737597465515
716.00	0.97623097896576
717.00	0.95369702577591
718.00	0.93801599740982
719.00	0.65691202878952
720.00	0.058569401502609
721.00	0.025961799547076
722.00	0.0043921899050474
723.00	0.0010061899665743
724.00	0.00027102101012133
725.00	8.4191597125027E-5
726.00	2.8292399292695E-5
727.00	1.1143200026709E-5
728.00	4.6810300773359E-6
729.00	2.5556100808899E-6
730.00	1.0365699836257E-6
731.00	8.0720298001324E-7
732.00	5.0864900913439E-7
733.00	3.8170298921614E-7
734.00	3.2714899589337E-7
735.00	3.3105800412159E-7
736.00	2.5693799443616E-7
737.00	1.5020900434592E-7
738.00	1.6759800303134E-7
739.00	2.6236600092489E-7
740.00	5.1139801371392E-7
741.00	4.0001100387599E-7
742.00	3.4229600487379E-7
743.00	2.9041399329799E-7
744.00	3.535280086453E-7
745.00	6.776720056223E-7
746.00	2.6628998739398E-7
747.00	3.7641800076926E-7
748.00	1.4793900504628E-7
749.00	2.6350400617048E-7
750.00	4.0057901173896E-7
751.00	3.7667800256713E-7
752.00	1.5219100646391E-7
753.00	2.276729986761E-7
754.00	5.8617297327146E-7
755.00	4.2715299741758E-7
756.00	2.4282499566652E-7
757.00	4.0952400581773E-8
758.00	2.5127800995506E-7
759.00	3.2315298881258E-7
760.00	4.8492097448616E-7
761.00	4.7964101668185E-7
762.00	3.2225199220193E-7
763.00	1.9140300366871E-7
764.00	4.711089900411E-7
765.00	1.2420400707924E-7
766.00	4.7370198785757E-7
767.00	2.0531500410925E-7
768.00	1.8574900195745E-7
769.00	2.0292900160257E-7
770.00	1.4418900207147E-7
771.00	3.181540080277E-7
772.00	5.3209902262097E-7
773.00	4.2753799789352E-7
774.00	2.6013799470093E-7
775.00	3.0204901690922E-8
776.00	3.0747699497624E-7
777.00	2.4409800403191E-7
778.00	4.7081599063858E-7
779.00	4.9973198201769E-7
780.00	1.8428100645451E-7
781.00	3.0891200708538E-7
782.00	2.197210022814E-7
783.00	6.2072200535113E-7
784.00	4.2932501287396E-7
785.00	4.4133699361737E-7
786.00	4.0388400179836E-7
787.00	4.8624002602082E-7
788.00	9.9999999392253E-9
789.00	4.9691300318955E-7
790.00	3.2957601092676E-7
791.00	4.0445499394082E-7
792.00	5.6319402119698E-7
793.00	3.3632699114605E-7
794.00	1.0241299719382E-7
795.00	4.7809999159654E-7
796.00	3.1768999519954E-7
797.00	2.5160500172206E-7
798.00	3.1567100222674E-7
799.00	7.3384097731832E-7
800.00	9.9999999392253E-9
801.00	9.9999999392253E-9
802.00	9.9999999392253E-9
803.00	2.2703599711349E-7
804.00	5.587110081251E-7
805.00	9.9999999392253E-9
806.00	9.9999999392253E-9
807.00	9.9999999392253E-9
808.00	9.9999999392253E-9
809.00	9.9999999392253E-9
810.00	9.9999999392253E-9
